entity string,id
concept:stadiumoreventvenue:reliant_stadium,5090
concept:geopoliticallocation:state,5091
concept:website:free,5092
concept:website:connecticut_addresses,5093
concept:coach:dan_henning,5094
concept:clothing:bra,5095
concept:politicianus:rod_blagojevich,5096
concept:date:n1967,5097
concept:personus:akinori_iwamura,5098
concept:university:notre_dame,5099
concept:geopoliticalorganization:odenton,5100
concept:televisionstation:cnn,5101
concept:invertebrate:crows,5102
concept:politicianus:david_segal,5103
concept:sportsteam:kansas_city_royals,5104
concept:geopoliticallocation:turku,5105
concept:mammal:whales,5106
concept:city:jacksonville_beach,5107
concept:company:huffpo,5108
concept:company:middle_atlantic,5109
concept:geopoliticalorganization:greenville,5110
concept:hallwayitem:boat,5111
concept:newspaper:tribune,5112
concept:blog:sun_newspapers,5113
concept:company:unocal,5114
concept:actor:john_tierney,5115
concept:personasia:raul_ibanez,5116
concept:invertebrate:worms,5117
concept:clothing:gray_sweatpants,5118
concept:mammal:certain_pets,5119
concept:city:brussel,5120
concept:geometricshape:binary,5121
concept:currency:guilder,5122
concept:geopoliticallocation:washingtondc,5123
concept:mammal:holidays,5124
concept:personeurope:elgin,5125
concept:clothing:combat_boots,5126
concept:televisionstation:wedu,5127
concept:professor:affairs_david_b_,5128
concept:invertebrate:leeches,5129
concept:parlourgame:big_two,5130
concept:city:st_john_s,5131
concept:journalist:nick_fierro,5132
concept:retailstore:conagra,5133
concept:stadiumoreventvenue:energysolutions_arena,5134
concept:emotion:punishment,5135
concept:university:jc_penney,5136
concept:animal:bunch,5137
concept:city:tucson,5138
concept:plant:services,5139
concept:company:weyerhaeuser,5140
concept:hotel:melia,5141
concept:televisionstation:kxas,5142
concept:personaustralia:scott_carson,5143
concept:city:jakarta,5144
concept:terroristorganization:isi,5145
concept:ceo:craig_newmark,5146
concept:journalist:somini_sengupta,5147
concept:website:netvibes,5148
concept:geopoliticallocation:central_london,5149
concept:coach:scott_linehan,5150
concept:street:volumes,5151
concept:mollusk:addition,5152
concept:park:las_vegas_hilton,5153
concept:personaustralia:john_o_leary,5154
concept:criminal:jordan,5155
concept:sportsteam:south_florida_bulls,5156
concept:city:hazel_park,5157
concept:airport:ayers_rock,5158
concept:island:cedars,5159
concept:clothing:guayaberas,5160
concept:clothing:favorite_skirt,5161
concept:company:khbs,5162
concept:organization:tigers,5163
concept:coach:merle_travis,5164
concept:visualizablescene:farm_house,5165
concept:parlourgame:two_children,5166
concept:currency:persons,5167
concept:building:cottages,5168
concept:animal:pig001,5169
concept:software:rapidweaver,5170
concept:clothing:skintight_jeans,5171
concept:city:joliet,5172
concept:governmentorganization:former_office,5173
concept:company:ca001,5174
concept:city:finland,5175
concept:athlete:tony_tarasco,5176
concept:visualartist:articles,5177
concept:date:n1968,5178
concept:river:scioto,5179
concept:bank:cme,5180
concept:architect:sturtevant,5181
concept:agriculturalproduct:green_peas,5182
concept:profession:providers,5183
concept:beach:bonita_beach,5184
concept:personcanada:barenaked_ladies,5185
concept:skyscraper:landmark_skyscraper,5186
concept:televisionstation:wtmj,5187
concept:stateorprovince:rhodeisland,5188
concept:politicaloffice:quality,5189
concept:city:croydon,5190
concept:city:barranquilla,5191
concept:geopoliticallocation:sudan,5192
concept:personmexico:affiliate_marketing,5193
concept:county:union_county,5194
concept:city:sherman_oaks,5195
concept:transportation:transit_systems,5196
concept:wallitem:times,5197
concept:county:new_city,5198
concept:year:lady,5199
concept:company:yahoo_directory,5200
concept:musician:robert_plant,5201
concept:stateorprovince:arizona,5202
concept:clothing:sneakers,5203
concept:company:wmbb,5204
concept:musicartist:sidebar,5205
concept:city:guilford,5206
concept:sport:golf,5207
concept:geopoliticalorganization:fujairah,5208
concept:location:city_area,5209
concept:buildingfeature:privacy,5210
concept:radiostation:wsbt,5211
concept:website:continuing_education,5212
concept:coach:andrew_mason,5213
concept:academicfield:sanitation,5214
concept:sportsteam:sd_padres,5215
concept:company:transaero,5216
concept:televisionstation:koaa,5217
concept:musicartist:michael_jackson,5218
concept:politicianus:mike_davis,5219
concept:journalist:michael_kimmelman,5220
concept:musicalbum:sanctuary,5221
concept:monument:cynthiana,5222
concept:ceo:kumar_birla,5223
concept:personaustralia:carl_crawford,5224
concept:profession:politicians,5225
concept:person:melissa,5226
concept:company:wpbt,5227
concept:city:erigavo,5228
concept:vegetable:parmesan_cheese,5229
concept:clothing:khaki_jacket,5230
concept:company:france_telecom,5231
concept:mountain:quaint_town,5232
concept:sportsteam:central_missouri_mules,5233
concept:island:water_distribution,5234
concept:stadiumoreventvenue:united_center,5235
concept:bank:first_bank,5236
concept:sportsteam:central_state_marauders,5237
concept:actor:marc_h__morial,5238
concept:bank:federal_bank,5239
concept:politicaloffice:drains,5240
concept:city:zagreb,5241
concept:criminal:david_brooks,5242
concept:bridge:high_bridge,5243
concept:city:blair,5244
concept:personasia:david_justice,5245
concept:clothing:cotton_clothes,5246
concept:company:wknh,5247
concept:terroristorganization:y,5248
concept:person:mike_ditka,5249
concept:visualizablething:special_water,5250
concept:medicalprocedure:botox,5251
concept:criminal:igoogle,5252
concept:personus:miguel_cairo,5253
concept:person:penny,5254
concept:company:intuit,5255
concept:room:diverse_area,5256
concept:website:u_s__senators,5257
concept:ceo:john_rowe,5258
concept:farm:sweetwater,5259
concept:chemical:whole_house_water,5260
concept:company:accessories_store,5261
concept:professor:james_surowiecki,5262
concept:animal:skunks,5263
concept:professionalorganization:york_county_medical_society,5264
concept:chemical:three_water,5265
concept:buildingfeature:water_system,5266
concept:university:portland,5267
concept:criminal:ratt,5268
concept:geopoliticallocation:cherbourg,5269
concept:jobposition:principal_secretary,5270
concept:personus:kaz_matsui,5271
concept:musicartist:unearth,5272
concept:governmentorganization:amtrak,5273
concept:male:oct,5274
concept:city:locarno,5275
concept:musicalbum:encore,5276
concept:company:klm,5277
concept:sportsleague:wwe,5278
concept:shoppingmall:home_i,5279
concept:geopoliticallocation:interlachen,5280
concept:clothing:holey_jeans,5281
concept:bird:black_widow,5282
concept:programminglanguage:pilot,5283
concept:city:truckee,5284
concept:county:alameda_county,5285
concept:coach:atlanta_thrashers,5286
concept:televisionstation:kcci,5287
concept:biotechcompany:exxon,5288
concept:clothing:white_robe,5289
concept:sportsteam:nyu_violets,5290
concept:date:frontpage,5291
concept:newspaper:san_bernardino_county_sun,5292
concept:geopoliticalorganization:mecklenburg_vorpommern,5293
concept:governmentorganization:health_care_financing_administration,5294
concept:automobilemaker:force_india,5295
concept:sportsteam:washington_and_lee_generals,5296
concept:city:colby,5297
concept:stadiumoreventvenue:red_crescent,5298
concept:website:cnn__fox_news,5299
concept:musicartist:rascal_flatts,5300
concept:terroristorganization:chins,5301
concept:city:salinas,5302
concept:company:baby_einstein,5303
concept:newspaper:law_journal,5304
concept:politicianus:homeland_security,5305
concept:company:wine_spectator,5306
concept:politicsblog:wired_news,5307
concept:personcanada:chili_peppers,5308
concept:company:bea,5309
concept:mlarea:analyses,5310
concept:mldataset:n22,5311
concept:company:humanscale,5312
concept:ceo:glenn_f__tilton,5313
concept:geopoliticalorganization:port_stanley,5314
concept:retailstore:wachovia_center,5315
concept:politicianus:clarke,5316
concept:county:dow,5317
concept:sportsteam:loyola_marymount,5318
concept:city:rush,5319
concept:academicfield:hope_program,5320
concept:clothing:athletic_shoes,5321
concept:personus:pelosi,5322
concept:stateorprovince:highland,5323
concept:city:seminole,5324
concept:eventoutcome:win,5325
concept:clothing:swim_wear,5326
concept:island:hybrid,5327
concept:city:kalamazoo,5328
concept:governmentorganization:wales_office,5329
concept:bank:standard_ups,5330
concept:stateorprovince:clayton,5331
concept:mlauthor:sanjay_mehrotra,5332
concept:city:kew_gardens,5333
concept:person:craig_conway,5334
concept:company:krne_tv,5335
concept:clothing:black_collar,5336
concept:city:garland,5337
concept:personsouthamerica:tours,5338
concept:company:labs,5339
concept:academicfield:classes,5340
concept:politician:former_president_clinton,5341
concept:politicsblog:syracuse_post_standard,5342
concept:vegetable:rosemary,5343
concept:governmentorganization:treasury,5344
concept:geopoliticalorganization:cuenca,5345
concept:nerve:ear,5346
concept:politician:contenders_senators_barack_obama,5347
concept:geopoliticalorganization:dar_es_salaam,5348
concept:hotel:hilgard_house_westwood_village,5349
concept:country:zimbabwe,5350
concept:programminglanguage:database,5351
concept:website:l_a__weekly,5352
concept:city:yunnan,5353
concept:building:outlet,5354
concept:personaustralia:brent_johnson,5355
concept:restaurant:melting_pot,5356
concept:stateorprovince:uttarakhand,5357
concept:sportsteam:elon_phoenix,5358
concept:company:mediastorm,5359
concept:organization:girlstown_usa,5360
concept:politicianus:u_s__president_bill_clinton,5361
concept:company:dragonair,5362
concept:clothing:strapless_bodice,5363
concept:radiostation:wlky,5364
concept:stateorprovince:tamil_nadu,5365
concept:beverage:marlborough,5366
concept:radiostation:continental,5367
concept:company:wsym,5368
concept:male:tim_burgess,5369
concept:agriculturalproduct:leaves,5370
concept:city:hanover,5371
concept:skiarea:susquehanna,5372
concept:personafrica:john_thain,5373
concept:physicalcharacteristic:hurst,5374
concept:personus:clint_barmes,5375
concept:politicsissue:objectives,5376
concept:company:communications_workers_union,5377
concept:candy:starbucks_coffee,5378
concept:blog:far_eastern_economic_review,5379
concept:musician:ocean_colour_scene,5380
concept:newspaper:the_south_china_morning_post,5381
concept:criminal:resources,5382
concept:city:villa_clara,5383
concept:company:ktsf_tv,5384
concept:blog:cox_newspapers,5385
concept:company:era_aviation,5386
concept:website:tony_snow,5387
concept:terroristorganization:abbas,5388
concept:sportsleague:nba,5389
concept:person:dad,5390
concept:clothing:denims,5391
concept:county:patterson,5392
concept:professionalorganization:art_education_association,5393
concept:creditunion:iowa,5394
concept:company:mf_global_llc,5395
concept:country:uk__australia,5396
concept:city:bandung,5397
concept:bank:fedex_priority,5398
concept:company:platinum_studios,5399
concept:publication:antenna,5400
concept:university:state_college,5401
concept:bone:toes,5402
concept:company:european,5403
concept:city:upper_marlboro,5404
concept:coach:billy_donovan,5405
concept:personmexico:aaron_brooks,5406
concept:stadiumoreventvenue:inglewood_great_western_forum,5407
concept:website:platform,5408
concept:stadiumoreventvenue:los_angeles_dodgers,5409
concept:athlete:jon_gaston,5410
concept:blog:scripting,5411
concept:clothing:white_socks,5412
concept:stadiumoreventvenue:bi_lo_center,5413
concept:city:aliso_viejo,5414
concept:musicartist:dfa,5415
concept:island:paul,5416
concept:publication:global_airmail_parcel_post,5417
concept:geopoliticalorganization:argentine_republic,5418
concept:company:mexicana,5419
concept:county:ford,5420
concept:stateorprovince:sulawesi,5421
concept:software:movies,5422
concept:company:la,5423
concept:musicalbum:hospice,5424
concept:city:yellowknife,5425
concept:jobposition:associate_member,5426
concept:invertebrate:jellyfish,5427
concept:skiarea:swartswood,5428
concept:televisionstation:wicd,5429
concept:sportsleague:acc,5430
concept:bank:capco,5431
concept:geopoliticallocation:pomona,5432
concept:politicianus:john_kasich,5433
concept:coach:washington_huskies,5434
concept:city:surrey,5435
concept:personus:jake_westbrook,5436
concept:visualartist:letter,5437
concept:company:wlfi_tv,5438
concept:chemical:condensate,5439
concept:company:adults,5440
concept:shoppingmall:guangzhou,5441
concept:radiostation:cincinnati_enquirer,5442
concept:geopoliticallocation:community_property_state,5443
concept:city:mountain_home,5444
concept:musicsong:jackson,5445
concept:university:sooners,5446
concept:city:siblings,5447
concept:currency:american,5448
concept:governmentorganization:guidance,5449
concept:coach:kevin_sumlin,5450
concept:protein:corrections,5451
concept:geopoliticallocation:semarang,5452
concept:person:stuart,5453
concept:airport:sodexo,5454
concept:politicsblog:business_journal,5455
concept:musicsong:copacabana,5456
concept:musicartist:pink_floyd,5457
concept:profession:affiliate_member,5458
concept:geopoliticallocation:poole,5459
concept:organization:new_york_city_department,5460
concept:blog:newsvine,5461
concept:ceo:edgar_bronfman,5462
concept:stateorprovince:pensacola,5463
concept:hotel:days_inn_hollywood,5464
concept:geopoliticallocation:wilmington,5465
concept:musicinstrument:vise,5466
concept:jobposition:italian_minister,5467
concept:country:soviet_union,5468
concept:recordlabel:syd_nathan,5469
concept:city:petaluma,5470
concept:person:gary_levox,5471
concept:company:affiliate_mazda,5472
concept:stateorprovince:games,5473
concept:city:minneapolis_mn,5474
concept:county:danville,5475
concept:athlete:jake_dittler,5476
concept:jobposition:adjunct_professor,5477
concept:city:uniontown,5478
concept:politicsblog:huffington_post,5479
concept:profession:events,5480
concept:room:work_area,5481
concept:newspaper:reed_elsevier,5482
concept:bird:crested_serpent_eagle,5483
concept:beach:cocoa_beach,5484
concept:county:berkshire,5485
concept:musicartist:van_halen,5486
concept:newspaper:national_observer,5487
concept:sportsteam:montana_grizzlies,5488
concept:newspaper:chicago_sun,5489
concept:clothing:purses,5490
concept:visualizableobject:egg_noodles,5491
concept:eventoutcome:literature,5492
concept:emotion:plan,5493
concept:clothing:wetsuit,5494
concept:newspaper:kwtx,5495
concept:bodypart:vocal_cords,5496
concept:stadiumoreventvenue:bank_of_america_pavilion,5497
concept:programminglanguage:mysql,5498
concept:city:losuia,5499
concept:attraction:lower_east_side,5500
concept:televisionstation:kfxf,5501
concept:country:estonia,5502
concept:publication:metropolitan_home,5503
concept:governmentorganization:contracts,5504
concept:physicalcharacteristic:statements,5505
concept:clothing:caps,5506
concept:geopoliticallocation:gerona,5507
concept:person:james_gordon_meek,5508
concept:website:new_york_times,5509
concept:televisionstation:whyy,5510
concept:company:kfxp,5511
concept:musicartist:gogol_bordello,5512
concept:bedroomitem:body,5513
concept:clothing:work_shirts,5514
concept:university:state_university_the_college,5515
concept:ceo:photo_gallery_this_page,5516
concept:musician:nitty_gritty_dirt_band,5517
concept:county:ripon,5518
concept:governmentorganization:u_s__house,5519
concept:chemical:domestic_water,5520
concept:person:ron_paul,5521
concept:city:srinagar,5522
concept:language:korean_language,5523
concept:radiostation:wivt,5524
concept:monument:nation_s_capital,5525
concept:book:look,5526
concept:publication:daily_mail_newspapers,5527
concept:bird:nighthawks,5528
concept:university:fabricare_institute,5529
concept:radiostation:wwlp,5530
concept:televisionstation:ktwo,5531
concept:sportsteam:virginia_state_trojans,5532
concept:clothing:fur_hats,5533
concept:hotel:residence_inn_beverly_hills,5534
concept:buildingfeature:purposes,5535
concept:clothing:vest_top,5536
concept:geopoliticallocation:toulon,5537
concept:personus:state_government,5538
concept:criminal:scripts,5539
concept:politicianus:thomas_smith,5540
concept:stateorprovince:monterrey,5541
concept:publication:twitter_share,5542
concept:company:kufm_tv,5543
concept:artery:uterus,5544
concept:eventoutcome:chances,5545
concept:stadiumoreventvenue:fedex_forum,5546
concept:clothing:tweed_coat,5547
concept:room:view,5548
concept:radiostation:kate,5549
concept:clothing:black_socks,5550
concept:personmexico:locales,5551
concept:geometricshape:palm_desert,5552
concept:sportsteam:sam_houston_state_bearkats,5553
concept:highway:jersey_turnpike,5554
concept:ceo:antonio_m__perez,5555
concept:nongovorganization:national_restaurant_association,5556
concept:hotel:loews_hotels,5557
concept:stateorprovince:images,5558
concept:person:karl,5559
concept:jobposition:active_member,5560
concept:language:shona,5561
concept:sportsteamposition:majority,5562
concept:city:fairfield,5563
concept:company:wdcq_tv,5564
concept:radiostation:wntz,5565
concept:journalist:joe_nocera,5566
concept:date:n1965,5567
concept:organization:new_york_office,5568
concept:visualizablething:same_water,5569
concept:city:woodland,5570
concept:company:wnpb_tv,5571
concept:building:options,5572
concept:mammal:wild,5573
concept:ceo:site_page,5574
concept:actor:ancestors,5575
concept:visualartist:allen_ginsberg,5576
concept:location:municipal_water,5577
concept:clothing:pink_sweater,5578
concept:geopoliticallocation:west_coast,5579
concept:city:long_island,5580
concept:profession:research_operations,5581
concept:televisionstation:kidy,5582
concept:book:republic,5583
concept:athlete:jordan_walden,5584
concept:coach:bucks,5585
concept:city:malvern,5586
concept:website:campaign,5587
concept:personnorthamerica:mccain_palin,5588
concept:city:collingswood,5589
concept:university:cvs_caremark,5590
concept:musician:brandon_boyd,5591
concept:academicfield:communities,5592
concept:county:eastchester,5593
concept:island:samoa,5594
concept:sportsteam:duquesne_lady_dukes,5595
concept:politician:u_s__democratic_presidential_candidates_barack_obama,5596
concept:person:la_junta,5597
concept:musician:stephen_morris,5598
concept:clothing:black_sweatshirt,5599
concept:company:ktvq,5600
concept:city:boynton_beach,5601
concept:hallwayitem:samples,5602
concept:weatherphenomenon:pacific,5603
concept:visualizablescene:robinsonville,5604
concept:comedian:domestic_animals,5605
concept:clothing:high_heel,5606
concept:televisionstation:kviq,5607
concept:currency:bsd,5608
concept:radiostation:klst,5609
concept:visualartmovement:science,5610
concept:jobposition:recent_graduate,5611
concept:city:maple_grove,5612
concept:personcanada:inception,5613
concept:televisionstation:kgbt_tv,5614
concept:stadiumoreventvenue:grog_shop,5615
concept:ceo:james_e__rohr,5616
concept:personmexico:employment,5617
concept:athlete:marlon_anderson,5618
concept:person:monroe,5619
concept:journalist:jacques_steinberg,5620
concept:city:capital,5621
concept:stateorprovince:district_of_columbia,5622
concept:bank:rbc,5623
concept:terroristorganization:palestinian_authority,5624
concept:creativework:morning_both_the_new,5625
concept:geopoliticalorganization:haugesund,5626
concept:clothing:tie,5627
concept:company:global_payments_inc_,5628
concept:musician:gary_hoffman,5629
concept:newspaper:_,5630
concept:stateorprovince:lot_et_garonne,5631
concept:actor:neil_portnow,5632
concept:politician:biden_campaign,5633
concept:sportsteam:radford,5634
concept:academicfield:infrastructure_construction,5635
concept:jobposition:founding_partner,5636
concept:hotel:beverly_laurel_motor_hotel,5637
concept:governmentorganization:metacrawler,5638
concept:person:celine_dion,5639
concept:sportsteam:l_a__kings,5640
concept:radiostation:ksts,5641
concept:currency:kuna,5642
concept:clothing:swim_suit,5643
concept:company:kbdi_tv,5644
concept:city:burns,5645
concept:personus:larry_walker,5646
concept:personus:tony_gwynn,5647
concept:person:guide,5648
concept:buildingfeature:lock,5649
concept:geopoliticalorganization:hargeysa,5650
concept:publication:commerce_the_journal,5651
concept:movie:darkness,5652
concept:visualizablescene:adamstown,5653
concept:visualartmovement:rome,5654
concept:televisionstation:kgtv_tv,5655
concept:website:linkedin,5656
concept:city:bangalore,5657
concept:city:ashford,5658
concept:geopoliticallocation:grandville,5659
concept:clothing:black_shirts,5660
concept:visualizablescene:lewes,5661
concept:academicfield:medicine,5662
concept:televisionstation:wdtv_tv,5663
concept:island:barbados,5664
concept:university:index,5665
concept:musicsong:thing,5666
concept:city:collierville,5667
concept:criminal:martha_stewart,5668
concept:televisionstation:wkas,5669
concept:date:gallery,5670
concept:company:kidk_tv,5671
concept:website:stage,5672
concept:coach:john_hart,5673
concept:city:dixon,5674
concept:city:hamilton,5675
concept:restaurant:new_york_penn_station,5676
concept:company:advanced_air,5677
concept:biotechcompany:continental_resources,5678
concept:musician:norah_jones,5679
concept:astronaut:lua,5680
concept:planet:canonical,5681
concept:stadiumoreventvenue:arizona_diamondbacks,5682
concept:bank:royal_mail,5683
concept:personcanada:bree_walker,5684
concept:personus:brian_schneider,5685
concept:videogamesystem:systems_installation,5686
concept:criminal:social_bookmarking,5687
concept:city:palm_beach,5688
concept:clothing:gray_jacket,5689
concept:personcanada:distribution,5690
concept:journalist:further_evidence,5691
concept:city:mickleton,5692
concept:criminal:link_partners,5693
concept:company:capcom_logo,5694
concept:city:punakha,5695
concept:musicalbum:headquarters,5696
concept:coach:bobby_johnson,5697
concept:tableitem:candle,5698
concept:clothing:silk_blouse,5699
concept:animal:gazelle,5700
concept:university:eastman_kodak_company,5701
concept:country:english_speaking_countries,5702
concept:coach:paul_rhoads,5703
concept:nonprofitorganization:emi_music,5704
concept:sportsteam:pfeiffer_falcons,5705
concept:hotel:the_grand_hotel,5706
concept:city:landover,5707
concept:televisionstation:klcs,5708
concept:politician:background_the_snowplow_this_page,5709
concept:skyscraper:stratosphere_tower,5710
concept:hotel:plaza,5711
concept:stateorprovince:corse_du_sud,5712
concept:visualizablescene:hopkinsville,5713
concept:company:kuwb,5714
concept:landscapefeatures:ponds,5715
concept:coach:mike_tice,5716
concept:mediacompany:demand_media,5717
concept:biotechcompany:dish_network,5718
concept:university:kansas_state,5719
concept:clothing:bow_tie,5720
concept:personeurope:emerson,5721
concept:visualizablescene:carlstadt,5722
concept:geopoliticallocation:buy,5723
concept:nonneginteger:n70,5724
concept:geopoliticallocation:nagaland,5725
concept:personus:government,5726
concept:sportsleague:barry_melrose,5727
concept:city:eindhoven,5728
concept:city:varanasi,5729
concept:terroristorganization:peace,5730
concept:city:la_palma,5731
concept:male:last_day,5732
concept:sportsteam:st___louis_blues,5733
concept:ceo:paul_otellini,5734
concept:highway:gatwick_airport,5735
concept:radiostation:gallipolis,5736
concept:city:fiesta_henderson,5737
concept:newspaper:the_new_york_sun,5738
concept:monument:oro_valley,5739
concept:magazine:travel___leisure,5740
concept:writer:simmons,5741
concept:geopoliticallocation:waukesha,5742
concept:company:atari,5743
concept:airport:crete,5744
concept:governmentorganization:hcfa,5745
concept:country:burma,5746
concept:currency:peso,5747
concept:company:kfsn,5748
concept:geopoliticallocation:valencia,5749
concept:company:wnbc,5750
concept:company:wrdq_tv,5751
concept:clothing:bodysuits,5752
concept:vein:layers,5753
concept:city:carlsbad,5754
concept:musician:ronnie_van_zant,5755
concept:buildingfeature:approaches,5756
concept:company:alliant_energy,5757
concept:boardgame:technique,5758
concept:radiostation:wbbm,5759
concept:chemical:efficiency_water,5760
concept:geopoliticallocation:mitchell,5761
concept:bird:flamingos,5762
concept:biotechcompany:crocs,5763
concept:stateorprovince:uttaranchal,5764
concept:musicsong:songs,5765
concept:chemical:massive_water,5766
concept:personus:robert_l__johnson,5767
concept:skiarea:bradford,5768
concept:musicinstrument:guitar,5769
concept:mountainrange:berkshires,5770
concept:room:stay,5771
concept:geopoliticalorganization:hokkaido_prefecture,5772
concept:website:mysimon,5773
concept:personcanada:jeff_healey,5774
concept:buildingfeature:gear,5775
concept:governmentorganization:workplace_office,5776
concept:city:portales,5777
concept:coach:keith_olbermann,5778
concept:county:louisiana_state,5779
concept:visualizablescene:farnborough,5780
concept:model:lucian_grainge,5781
concept:landscapefeatures:study,5782
concept:politicsblog:dallas_morning_news,5783
concept:clothing:athletic_pants,5784
concept:blog:american_morning,5785
concept:city:kalaheo,5786
concept:ceo:jack_ma,5787
concept:newspaper:washington_post_writers_group,5788
concept:planet:n2_8,5789
concept:sportsteam:michigan_state_university,5790
concept:coach:oakland_raiders,5791
concept:company:rolling_stone,5792
concept:book:resolution,5793
concept:company:checkout_payment,5794
concept:location:york_state_locations,5795
concept:musicartist:lady_gaga,5796
concept:stadiumoreventvenue:bjcc_concert_hall,5797
concept:product:lotus_notes,5798
concept:geopoliticallocation:hosting,5799
concept:transportation:first_class_international,5800
concept:island:solomon_islands,5801
concept:geopoliticallocation:northcarolina,5802
concept:bird:nuthatches,5803
concept:country:darfur,5804
concept:programminglanguage:pages,5805
concept:householditem:non_profits,5806
concept:city:broomfield,5807
concept:island:guam,5808
concept:jobposition:u_s__senator,5809
concept:sportsteam:brigham_young_cougars_football,5810
concept:personmexico:junior,5811
concept:transportation:airmail,5812
concept:politicianus:barbra_streisand,5813
concept:company:fandango,5814
concept:clothing:choker,5815
concept:sportsteam:st___louis_hawks,5816
concept:ceo:boeing,5817
concept:politicianus:al_franken,5818
concept:city:xian,5819
concept:personus:strauss_zelnick,5820
concept:bird:rockies,5821
concept:clothing:spaghetti_strap,5822
concept:chemical:filtration,5823
concept:person:ter_petrosyan,5824
concept:visualizablescene:mableton,5825
concept:criminal:social_network_sites,5826
concept:reptile:wading_birds,5827
concept:city:olympia,5828
concept:website:north_jersey,5829
concept:university:television_academy,5830
concept:televisionstation:kcpq,5831
concept:clothing:uniform_shirt,5832
concept:transportation:frontrunner,5833
concept:journalist:bob_raissman,5834
concept:politicsissue:resources_personnel,5835
concept:televisionstation:ksan,5836
concept:automobilemaker:foods,5837
concept:stateorprovince:hudson_valley,5838
concept:politician:vice_president_joe_biden,5839
concept:ceo:alan_j__lacy,5840
concept:visualizablething:santa_clarita,5841
concept:book:oil,5842
concept:hotel:tremont_plaza,5843
concept:stadiumoreventvenue:at_t_park,5844
concept:person:phil_waugh,5845
concept:geopoliticallocation:madison_heights,5846
concept:planet:reasons,5847
concept:stateorprovince:shanxi,5848
concept:island:pass_a_grille,5849
concept:company:kpaz_tv,5850
concept:geopoliticallocation:moorpark,5851
concept:hotel:lily_leon_hotel,5852
concept:sportsteam:texas_southern_tigers,5853
concept:retailstore:jewel,5854
concept:company:kos,5855
concept:city:babylon,5856
concept:radiostation:st_cloud,5857
concept:city:dibrugarh,5858
concept:city:wellington,5859
concept:country:uae,5860
concept:bird:mango,5861
concept:personsouthamerica:chamber_of_deputies,5862
concept:geopoliticallocation:lunenburg,5863
concept:musicalbum:hotels,5864
concept:clothing:henley,5865
concept:county:cooper_city,5866
concept:geopoliticalorganization:nayarit,5867
concept:website:omaha_world_herald,5868
concept:island:balearic_islands,5869
concept:coach:niklas_backstrom,5870
concept:bodypart:oxygenated_blood,5871
concept:university:clemson,5872
concept:museum:prospect_park,5873
concept:hotel:holiday_inn,5874
concept:bird:gecko,5875
concept:geopoliticallocation:friesland,5876
concept:musician:queens_of_the_stone_age,5877
concept:programminglanguage:state,5878
concept:person:york_college,5879
concept:location:york_city_area,5880
concept:monument:walter_reed_army_medical_center,5881
concept:city:southern_pines,5882
concept:wine:palermo,5883
concept:videogame:echelon,5884
concept:musician:brian_jones,5885
concept:publication:washington_daily,5886
concept:blog:globe_and_mail,5887
concept:city:kenton,5888
concept:physicalaction:mesa,5889
concept:company:wlns_tv,5890
concept:port:environmental_protection_agency,5891
concept:city:granite_city,5892
concept:politician:u_s__president_george_w__bush,5893
concept:city:fountain_run,5894
concept:coach:max_hall,5895
concept:hotel:radisson_sas,5896
concept:language:portugese,5897
concept:retailstore:fannie_mae,5898
concept:person:kiwi_husband,5899
concept:city:garden_grove,5900
concept:company:ebay,5901
concept:geopoliticalorganization:bennington,5902
concept:country:switzerland_switzerland,5903
concept:academicfield:fraternity,5904
concept:company:cambridge,5905
concept:clothing:tube_socks,5906
concept:musicartist:kraftwerk,5907
concept:ceo:diane_sawyer,5908
concept:website:canadian,5909
concept:televisionshow:compact,5910
concept:clothing:black_blazer,5911
concept:city:eastbourne,5912
concept:celebrity:tim_harrington,5913
concept:clothing:cuffs,5914
concept:televisionshow:november_10,5915
concept:stateorprovince:idaho,5916
concept:ceo:peter_altabef,5917
concept:company:cinergy,5918
concept:charactertrait:co_director,5919
concept:organization:york_colleges,5920
concept:company:standard_ml,5921
concept:comedian:black_flag,5922
concept:disease:alzheimer,5923
concept:amphibian:nostrils,5924
concept:geopoliticalorganization:elkridge,5925
concept:person:bob_guccione,5926
concept:politicalparty:jewish_institute_for_national_security_affairs,5927
concept:university:cincinnati,5928
concept:museum:team,5929
concept:male:leadville,5930
concept:city:alicante,5931
concept:governmentorganization:homeland_security,5932
concept:company:mmc,5933
concept:geopoliticallocation:izmir,5934
concept:geopoliticalorganization:palmer_lake,5935
concept:clothing:platform_boots,5936
concept:company:wfpt,5937
concept:clothing:bras,5938
concept:athlete:brian_mcbride,5939
concept:physicsterm:n15_miles,5940
concept:female:spandau_ballet,5941
concept:geopoliticalorganization:castle_rock,5942
concept:transportation:mass_transit,5943
concept:website:october_2003,5944
concept:journalist:joan_walsh,5945
concept:personus:devon_white,5946
concept:celebrity:mike_mcshane,5947
concept:publication:times_journalists,5948
concept:magazine:epson,5949
concept:politicsblog:daily_yomiuri,5950
concept:publication:wall_street_journal_law_blog,5951
concept:company:northwest,5952
concept:monument:whitehouse,5953
concept:beach:hospitals,5954
concept:bedroomitem:friends,5955
concept:stateorprovince:wyoming,5956
concept:company:lexisnexis,5957
concept:personcanada:beauty,5958
concept:musicalbum:spectrum,5959
concept:clothing:sweater_vests,5960
concept:blog:new_york_press,5961
